,ID,Title,Summary,Accession,Date,Relevance,RelevanceConfidence,Justification
74,200270741,Ceramide metabolism alterations contribute to Tumor Necrosis Factor-induced melanoma dedifferentiation and predict resistance to immune checkpoint inhibitors in advanced melanoma patients [WM35],"Introduction: Advanced cutaneous melanoma is a skin cancer characterized by a poor prognosis and high metastatic potential. During metastatic spread, melanoma cells often undergo dedifferentiation toward an invasive phenotype, resulting in reduced expression of microphthalmia-associated transcription factor (MITF)-dependent melanoma antigens and facilitating immune escape. Tumor Necrosis Factor (TNF) is known to be a key factor in melanoma dedifferentiation. Interestingly, accumulating evidence suggests that TNF may play a role in melanoma progression and resistance to immunotherapies. Additionally, TNF has been identified as a potent regulator of sphingolipid (SL) metabolism, which could contribute to melanoma aggressiveness and the process of melanoma dedifferentiation. Methods: We conducted RNA sequencing and mass spectrometry analyses to investigate TNF-induced dedifferentiation in two melanoma cell lines. In vitro experiments were performed to manipulate sphingolipid metabolism using genetic or pharmacologic alterations in combination with TNF treatment, aiming to elucidate the potential involvement of this metabolism in TNF-induced dedifferentiation. Lastly, to evaluate the clinical significance of our findings, we performed unsupervised analysis of plasma sphingolipid levels in 48 patients receiving treatment with immune checkpoint inhibitors, either alone or in combination with anti-TNF therapy. Results: Herein, we demonstrate that TNF-induced melanoma cell dedifferentiation is associated with a global modulation of sphingolipid metabolism. Specifically, TNF decreases the expression and activity of acid ceramidase (AC), encoded by the ASAH1 gene, while increasing the expression of glucosylceramide synthase (GCS), encoded by the UGCG gene. Remarkably, knockdown of AC alone via RNA interference is enough to induce melanoma cell dedifferentiation. Furthermore, treatment with Eliglustat, a GCS inhibitor, inhibits TNF-induced melanoma cell dedifferentiation. Lastly, analysis of plasma samples from patients treated with immune checkpoint inhibitors, with or without anti-TNF therapy, revealed significant predictive sphingolipids. Notably, the top 8 predictive sphingolipids, including glycosphingolipids, were associated with a poor response to immunotherapy. Discussion: Our study highlights that ceramide metabolism alterations are causally involved in TNF-induced melanoma cell dedifferentiation and suggests that the evolution of specific ceramide metabolites in plasma may be considered as predictive biomarkers of resistance to immunotherapy.",GSE270741,2024/07/24,Not Relevant,3/3,"Similar to ID 200270740, this dataset focuses on melanoma and does not pertain specifically to lung cancer immunotherapy.; Similar to ID 200270740, this dataset focuses on melanoma and its responses to immune checkpoint inhibitors rather than lung cancer.; This dataset repeats earlier dataset ID 200270740 and is specific to melanoma, making it irrelevant to lung cancer immunotherapy."
75,200271713,PRTN3 suppresses cytotoxic immune-cell activation and antitumoral immunity through proteolytic cleavage of CXCL9 in KRAS mutant lung adenocarcinoma,"The intratumoral activity of chemokine system has important roles in cancer immunotherapy strategies.One of the mechanisms of immune checkpoint blocking (ICB)resistance may be the dysfunction of chemokine signaling. Here, we first report that KRAS mutation in LUAD cells up-regulates the expression of protease 3 (PRTN3), that inhibits cytotoxic immune cell activation in the tumor microenvironment by inhibiting the CXCL9/CXCR3 axis, providing an unconventional mechanism for tumor immune escape. Further mechanism studies demonstrated that PRTN3 was up-regulated by c-Myc transcription and secreted into the tumor microenvironment, where CXCL9 was inactivated by proteolysis, and finally result in inhibiting the activation of natural killer (NK) and CD8+ T cells. Meanwhile, samples from LUAD patients with high PRTN3 expression showed low CXCL9 activity. Furthermore, application of a hydrolysis-resistant CXCL9 protein (H-R CXCL9) effectively improves the immunomodulate effect in LUAD patient organoids. Importantly, PRTN3 knockdown increased the susceptibility of KRAS mutant cells to Anti-pd-1 therapy. Thus, we have identified a previously unknown tumor immune-suppressive mechanism and provided an immunotherapeutic target to improve the effectiveness of ICB therapy in KRAS mutant LUAD.",GSE271713,2024/07/13,Relevant,3/3,"This dataset investigates mechanisms of immune suppression in KRAS mutant lung adenocarcinoma and suggests therapeutic targets, making it relevant to lung cancer immunotherapy exploration.; This study reveals a mechanism in KRAS mutant lung adenocarcinoma that suppresses immune cell activation, highlighting a potential target for lung cancer immunotherapy.; This study identifies a mechanism of immune escape in KRAS mutant lung adenocarcinoma, highlighting potential immunotherapeutic targets and strategies relevant to lung cancer treatments."
76,200234080,Knockdown of EIF3G inhibits the intracellular protein translation of H1299 cells,"eIF3 is the largest translation initiation factor in mammalian cells, consisting of 13 subunits. This translation initiation factor is involved in multiple processes of protein translation in cells, including translation initiation, termination, and ribosome recycling. Several studies have reported that multiple subunits of eIF3 exhibit abnormal expression in tumor cells and play an important role in the occurrence and development of tumors. In this study, it was found that changes in the expression level of EIF3G significantly affected the growth of non-small cell lung cancer. Knockdown of EIF3G inhibited the intracellular protein translation process of non-small cell lung cancer cells H1299. Through the study of translatome, it was found that knockdown of EIF3G significantly affected the cell cycle processes in H1299 cells. In vitro cell experiments also showed that changes in the expression level of EIF3G influences the cell cycle distribution of H1299 cells. This study is the first to explore the impact of knockdown of EIF3G on the translatome of H1299 cells.",GSE234080,2024/06/30,Not Relevant,2/3,"The focus on EIF3G and protein translation in H1299 cells does not offer direct insights into lung cancer immunotherapy.; This dataset explores protein translation in H1299 cells but does not directly relate to lung cancer immunotherapies.; This dataset investigates the role of EIF3G in lung cancer, providing insights into the growth of non-small cell lung cancer, which could be useful for immunotherapy strategies."
77,200245246,CRISPR activation screens identify the SWI-SNF ATPases as suppressors of ferroptosis [NGS3994_ATAC],"Ferroptosis is an iron-dependent cell death mechanism characterized by an accumulation of toxic lipid peroxides and membrane rupture. The glutathione dependent enzyme, GPX4 (glutathione peroxidase 4), prevents ferroptosis by reducing these lipid peroxides into non-toxic lipid alcohols. Ferroptosis induction by GPX4 inhibition has emerged as a vulnerability of cancer cells, thus highlighting the need to identify ferroptosis regulators that may be exploited therapeutically. Through genome-wide screens and a series of genetic, genomic, and quantitative imaging approaches, we identify the SWI-SNF ATPases BRM and BRG1 as ferroptosis suppressors. Mechanistically, they directly bind to and catalytically increase chromatin accessibility at NRF2 target loci, thus boosting NRF2 transcriptional output. This primes cells to counter lipid peroxidation and confers resistance to GPX4 inhibition and ferroptosis. Importantly, we demonstrate that the BRM/BRG1-ferroptosis connection can be leveraged to enhance the paralog dependency of BRG1-mutant lung cancer cells on BRM, especially in lines that are less sensitive to BRM inhibition or degradation. Our data reveal ferroptosis induction as a potential avenue for broadening the efficacy of BRM degraders/inhibitors and define a specific genetic context for exploiting GPX4 dependency.",GSE245246,2024/07/01,Not Relevant,3/3,"This dataset discusses ferroptosis and its regulators without direct ties to lung cancer or its immunotherapy.; This study on ferroptosis and its regulators does not focus specifically on lung cancer or its immunotherapy.; While this dataset discusses ferroptosis and cancer, it does not directly relate to lung cancer or specific immunotherapy applications."
78,200253318,Transcriptional profiling and multiple machine learning methods identified novel microglia biomarkers for Experimental Autoimmune Encephalomyelitis,"Background: Microglia plays complex and crucial roles in multiple sclerosis (MS). This study aimed to explore the biological significance of microglia-associated genes in experimental autoimmune encephalomyelitis (EAE) . Methods: Differentially expressed genes (DEGs) were screened with six machine learning (ML) methods, which were also utilized to validate the microglia-associated DEGs in three public databases. ceRNA and Protein–protein interaction (PPI) network analyses were utilized to identify the interaction of the 6 novel biomarkers with other molecules. Then, CIBERSORT and single-sample gene set enrichment analysis (ssGSEA) were employed to quantify the relative abundance of each immune cell infiltration, respectively. qRT-PCR was performed to test the expression of key DEGs in murine models. Results: A total of 247 DEmRNA, 499 DElncRNAs and 269 DEcircRNAs were identified. With screening strategy of five ML algorithms, 6 DEmRNAs were obtained including NGP, HIST1H2BJ, PBLD1, MBLN3, CD180 and F10. Then the 6 DEmRNAs were used as a multigene signature to construct models to differentiate EAE from normal microglia, and AUC value for each model was greater than 0.8. The diagnostic value of these 6 DEmRNAs were identified and further verified by qRT-PCR. Then, differential expression for five out of these 6 DEmRNAs, namely NGP, HIST1H2BJ, PBLD1, MBLN3, and F10 were confirmed. Using PPI analysis, DEmRNAs frequently interacting with transcription factors (TFs), potential drugs and RBPs were identified. With immune cell infiltration analyses, we found EAE microglia presented high levels of immune infiltration, especially Nature Killer (NK) cells and CD8+ T cells. We also reported circRNA (circRNA_00638) was predicted to bind to 76 RBPs. Conclusions: We identified and validated 6 novel microglia related genes and developed a multigene signature with ML methods to confirm their ability to accurately diagnose and characterize biological alterations in EAE microglia. The six key DEmRNAs might also be latent targets for immunoregulatory therapy.",GSE253318,2024/07/13,Not Relevant,3/3,"This study focuses on microglia biomarkers in autoimmune conditions, not related to lung cancer or immunotherapy.; This dataset investigates microglia markers in autoimmune diseases and is not relevant to lung cancer or its immunotherapy.; This study focuses on microglia biomarkers in autoimmune encephalomyelitis and does not address lung cancer or immunotherapy."
79,200267325,RNA profiling of CSF resident macrophages and monocyte-macrophages from leptomeningeal metastasis mice,"We investigated the functional effect of dura-derived leptomeningeal matastasis (LM)-associated macrophages (dLAMs) on the cerebrospinal fluid (CSF) niche during LM outgrowth. Using lung cancer leptomeningeal metastasis models of Cx3cr1CreER:mTmG mice with tamoxifen administration, we achieved dLAMs and monocyte-macrophages via fluorescence-activated cell sorting (FACS). Then we performed bulk RNAseq analysis for these two cell populations.",GSE267325,2024/07/24,Not Relevant,2/3,"This dataset involves RNA profiling of macrophages in lung cancer models, providing insights pertinent to the immune context of lung cancer, which is relevant to immunotherapy research.; The focus on macrophages in leptomeningeal metastasis does not directly relate to lung cancer immunotherapy.; This dataset investigates macrophage function in leptomeningeal metastasis and does not specifically relate to lung cancer immunotherapy."
80,200236720,Synthetic essentiality of thymine DNA glycosylase in p53-deficient cancer [RNA-seq],"Thymine DNA Glycosylase (TDG) is a versatile protein involved in DNA mismatch repair, DNA demethylation, and transcriptional regulation. Here, we identify TDG as a synthetic essential effector in p53-deficient tumours. We found that deletion of TDG inhibits cell proliferation specifically in p53-deficient cancer cells. Using a genetically engineered mouse model of lung adenocarcinoma (LUAD), we demonstrate that depletion of TDG suppresses tumour growth in the p53-deficient context. Notably, A novel and selective inhibitor developed to disrupt the DNA binding activity of TDG exhibits therapeutic efficacy against p53-deficient tumours in both cellular and xenograft models. Mechanistically, TDG coordinates with p53 to orchestrate the transcription of RNA helicase DHX9, which functions to eliminate dsRNA. Depletion of TDG in p53-deficient cells results in the downregulation of DHX9 and aberrant cytoplasmic double-strand (dsRNA) accumulation derived from Alu elements, subsequently activating the RIG-I/MDA5-MAVS mediated antiviral response. Moreover, single-cell RNA-sequencing analysis revealed the depletion of TDG in p53-deficient tumours facilitates the recruitment of tumour-infiltrating lymphocytes. We observed that TDG inhibition combined with immune checkpoint blockade (ICB) achieved a strong synergistic anti-tumour effect in p53-deficient tumours. This study highlights the function of TDG in maintaining p53-deficient tumour growth and provides an alternative therapeutic target for p53-deficient cancers.",GSE236720,2024/06/21,Not Relevant,2/3,"This dataset explores the role of thymine DNA glycosylase in p53-deficient lung cancer, illustrating its importance in tumor growth and immune response. The study highlights the therapeutic potential of TDG inhibition combined with immune checkpoint blockade, which is directly relevant to immunotherapies for lung cancer. The findings suggest that targeting TDG can enhance the efficacy of existing lung cancer treatments.; This dataset focuses on thymine DNA glycosylase and its role in p53-deficient cancers, specifically lung adenocarcinoma. While it mentions lung cancer, the emphasis is on the gene's role in tumor growth and does not directly explore immunotherapies. Therefore, it lacks direct relevance to the query about immunotherapy exploration.; This dataset focuses on thymine DNA glycosylase and its role in p53-deficient cancers, with a specific focus on lung adenocarcinoma. However, it does not directly explore immunotherapies for lung cancer, rather it discusses a novel therapeutic target in the context of p53-deficiency."
81,200271371,Differential tumor immune microenvironment coupled with tumor progression or tumor eradication in HPV-antigen expressing squamous cell carcinoma (SCC) models.,"Human papilloma virus (HPV) is an etiological factor of head and neck squamous cell carcinoma (HNSCC). To investigate the role of HPV antigen in anti-tumor immunity, we established mouse models by expressing HPV16 E6 and E7 in a SCC tumor cell line. We obtained two HPV antigen-expressing clones (C-225 and C-100) transplantable into C57BL/6 recipients. We found that C-225 elicited complete eradication in C57BL/6 mice (eradicated), whereas C-100 grew progressively (growing). We examined immune tumor microenvironment (TME) using flow cytometry and found that eradicated or growing tumors exhibited differential immune profiles that may influence the outcome of anti-tumor immunity. Surprisingly, the percentage of CD8 and CD4 tumor-infiltrating lymphocytes (TILs) was much higher in growing (C-100) than eradicated (C-225) tumor. However, the TILs upregulated PD-1 and LAG-3 more potently and exhibited impaired effector functions in growing tumor compared to their counterparts in eradicated tumor. C-225 TME is highly enriched with myeloid cells, especially polymorphonuclear (PMN) myeloid-derived suppressor cells (MDSC), whereas the percentage of M-MDSC and tumor-associated macrophages (TAMs) was much higher in C-100 TME, especially M2-TAMs (CD206+). The complete eradication of C-225 depended on CD8 T cells and elicited anti-tumor memory responses upon secondary tumor challenge. We employed DNA sequencing to identify differences in the T cell receptor of peripheral blood lymphocytes pre- and post-secondary tumor challenge. Lastly, C-225 and C-100 tumor lines harbored different somatic mutations. Overall, we uncovered differential immune TME that may underlie the divergent outcomes of anti-tumor immunity by establishing two SCC tumor lines, both of which express HPV16 E6 and E7 antigens. Our experimental models may provide a platform for pinpointing tumor-intrinsic versus host-intrinsic differences in orchestrating an immunosuppressive TME in HNSCCs and for identifying new targets that render tumor cells vulnerable to immune attack.",GSE271371,2024/07/09,Not Relevant,3/3,"This dataset focuses on squamous cell carcinoma related to HPV, which is not directly linked to lung cancer immunotherapies. Although it discusses immune responses, its context and findings are specific to head and neck cancer rather than lung cancer. Therefore, it does not contribute to the exploration of lung cancer immunotherapy.; This dataset examines the immune microenvironment in HPV-expressing squamous cell carcinoma, which is not directly related to lung cancer or immunotherapies for lung cancer. The focus on head and neck cancer models diverts from the query's context.; This dataset is centered on HPV-related squamous cell carcinoma and its immune microenvironment, which does not directly connect to lung cancer or immunotherapy strategies for lung cancer."
82,200235391,Monoclonal antibodies targeting PCDH7 inhibit tumor growth and enhance targeted therapy response in non-small cell lung cancer,"We identified a critical oncogenic role for Protocadherin 7 (PCDH7), a cell surface protein and member of the Cadherin superfamily in NSCLC. PCDH7 is frequently overexpressed in lung adenocarcinoma (LUAD) and associates with poor clinical outcome. Depletion of Pcdh7 reduces lung tumor burden and prolongs survival in mouse models of high-grade NSCLC, demonstrating that this protein is an actionable therapeutic target. Here we report the development and characterization of high affinity anti-PCDH7 monoclonal antibodies (mAbs) that inhibit downstream MAPK pathway activation and suppress tumor growth in multiple mouse models, including KRAS- and EGFR-mutant models. A lead mAb (mAb7) sensitized tumors to the FDA-approved MEK inhibitor trametinib. Moreover, the humanized mAb7-IgG1 exhibited antibody dependent cellular cytotoxicity (ADCC) and Fc-mediated immune effector killing of tumor cells in vivo. These findings provide an important step towards the clinical development of PCDH7-targeting antibodies for the treatment of NSCLC and other tumor types with high PCDH7 expression.",GSE235391,2024/07/01,Relevant,3/3,"This dataset investigates the role of Protocadherin 7 in non-small cell lung cancer, providing insights into targeted therapies and immune interactions. The development of monoclonal antibodies targeting PCDH7 indicates potential for enhancing immune responses in lung cancer treatment. Thus, it is pertinent to the exploration of lung cancer immunotherapies.; This dataset discusses monoclonal antibodies targeting PCDH7 in non-small cell lung cancer (NSCLC), highlighting the role of immune-based therapies in treating lung cancer. It directly aligns with the query on exploring immunotherapies for lung cancer.; This dataset discusses PCDH7 as a therapeutic target in non-small cell lung cancer (NSCLC) and its role in enhancing targeted therapy responses. It is directly relevant to immunotherapy research for lung cancer."
83,200245245,CRISPR activation screens identify the SWI-SNF ATPases as suppressors of ferroptosis [NGS3991_RNA],"Ferroptosis is an iron-dependent cell death mechanism characterized by an accumulation of toxic lipid peroxides and membrane rupture. The glutathione dependent enzyme, GPX4 (glutathione peroxidase 4), prevents ferroptosis by reducing these lipid peroxides into non-toxic lipid alcohols. Ferroptosis induction by GPX4 inhibition has emerged as a vulnerability of cancer cells, thus highlighting the need to identify ferroptosis regulators that may be exploited therapeutically. Through genome-wide screens and a series of genetic, genomic, and quantitative imaging approaches, we identify the SWI-SNF ATPases BRM and BRG1 as ferroptosis suppressors. Mechanistically, they directly bind to and catalytically increase chromatin accessibility at NRF2 target loci, thus boosting NRF2 transcriptional output. This primes cells to counter lipid peroxidation and confers resistance to GPX4 inhibition and ferroptosis. Importantly, we demonstrate that the BRM/BRG1-ferroptosis connection can be leveraged to enhance the paralog dependency of BRG1-mutant lung cancer cells on BRM, especially in lines that are less sensitive to BRM inhibition or degradation. Our data reveal ferroptosis induction as a potential avenue for broadening the efficacy of BRM degraders/inhibitors and define a specific genetic context for exploiting GPX4 dependency.",GSE245245,2024/07/01,Not Relevant,3/3,"This dataset focuses on the regulation of ferroptosis in cancer cells, which may not be directly tied to immunotherapy strategies for lung cancer. While it discusses cancer cell death mechanisms, it does not specifically address immunotherapeutic approaches or lung cancer immunology. Therefore, it lacks relevance to the query.; This dataset investigates ferroptosis and chromatin accessibility in cancer cells but does not specifically address lung cancer or immunotherapy strategies. The focus is on cell death mechanisms rather than therapeutic approaches.; The focus of this dataset is on ferroptosis and its regulation in cancer, which does not specifically address immunotherapy applications for lung cancer."
84,200268049,The effect of exposure to neighborhood violence on GR signaling in lung tumors [Spatial Transcriptomics],"Despite lower rates and intensity of smoking, Black men experience a higher incidence of lung cancer compared to White men. The racial disparity in lung cancer is particularly pronounced in Chicago, a highly segregated urban city. Neighborhood conditions, particularly social stress, may play a role in lung tumorigenesis. Preliminary studies indicate that Black men residing in neighborhoods with higher rates of violent crime have significantly higher levels of hair cortisol, an indicator of stress response. To examine the relationship between social stress exposure and gene expression in lung tumors, we investigated glucocorticoid receptor (GR) binding in lung tumor samples in relation to GR target gene expression levels and zip code level residential neighborhood violence. Spatial transcriptomics and a version of ChIP-sequencing known as CUT & RUN were used. GR recruitment to chromatin was correlated with neighborhood violent crime rate and overall GR binding increased with increasing neighborhood violent crime rates. Among patients residing in high-violence neighborhoods, tumor samples, compared to normal neighboring lung tissue, had fewer GR binding sites. The opposite was seen in patients residing in low-violence neighborhoods, with tumor samples having more GR binding sites when compared to normal lung tissue. Tumor samples from patients living in high-violence neighborhoods exhibited increased GR recruitment to genes associated with greater tumor aggressiveness. Our findings suggest that exposure to neighborhood violence may influence tumor biology via reprogramming GR recruitment. Prioritizing lung cancer screening in neighborhoods with increased social stress, such as high violence, may reduce racial disparities in lung cancer.",GSE268049,2024/07/10,Relevant,2/3,"This dataset examines the effects of neighborhood violence on glucocorticoid receptor signaling in lung tumors, suggesting social stress influences tumor biology. The findings could inform how external stressors impact immune responses in lung cancer, making it relevant for understanding factors influencing immunotherapy outcomes.; This study relates to the impact of neighborhood violence on GR signaling in lung tumors, concentrating on environmental factors rather than therapeutic interventions or immunotherapies.; This dataset examines the effects of neighborhood violence on GR signaling in lung tumors, potentially linking social stress to tumor biology, which may have implications for immunotherapy approaches in lung cancer."
85,200226471,ICOS-expressing Treg cells influence the composition of anti-tumor CTL population,"The role of ICOS in anti-tumor T cell responses and overall tumor progression has been controversial. Here, we compared tumor progression in mice lacking ICOS only in Treg cells or in all T cells. We found that Treg-specific ICOS knockout reduces the overall tumor burden compared to Cre control mice with increased T effector/Treg ratios in the tumor. In contrast, there was no difference in the tumor burden in mice lacking ICOS in all the T cell compartments. This suggests a dual role of ICOS costimulation in promoting pro- and anti-tumor T cell responses. Consistent with reduced tumor burden, we found that Treg-specific deletion of ICOS leads to an increase of CD8+ CTLs that express high levels of granzyme B and perforin. Moreover, single-cell transcriptome analysis revealed an increase of Ly108hiEomeshi CD8+ T cell subset at the cost of Ly108hiT-bethi subset in Treg-specific knockout mice. These results suggest that ICOS-expressing Treg cells suppress CTL maturation process at the level of Eomes upregulation, a critical step known to drive perforin expression and cytotoxicity. Collectively, our data imply that cancer immunotherapies using ICOS agonist antibodies would work better in Treg-low tumors or when they are combined with regimens that deplete tumor-infiltrating Treg cells.",GSE226471,2024/07/18,Relevant,2/3,"This dataset provides insights into the role of ICOS-expressing Treg cells in anti-tumor immunity, which is crucial for designing effective immunotherapies. Understanding the dynamics of Treg cells can help enhance the efficacy of immunotherapeutic strategies in various cancers, including lung cancer.; This dataset studies the role of ICOS-expressing Treg cells in tumor progression and T cell responses, which is critical in the context of cancer immunotherapy. It highlights cellular mechanisms that can influence lung cancer immunotherapy outcomes.; This dataset investigates the role of ICOS-expressing Treg cells in tumor progression, focusing on a general mechanism rather than specifically addressing lung cancer immunotherapy."
86,200245804,HMGA1 causes a global shift in chromatin architecture linked to transcriptional changes [Hi-C],"High Mobility Group A1 (HMGA1) is an architectural chromatin-binding protein that regulates gene expression in various biological contexts, including differentiation and cancer. While previous studies show that HMGA1 acts by binding specific gene promoters or by contributing to the enhanceosome, its global effect on transcription remains unclear. HMGA1 is also critical for the formation of senescence-associated heterochromatic foci (SAHF) in oncogene-induced senescence (OIS), a stable form of cell cycle arrest with a pro-inflammatory phenotype. This link between the two roles of HMGA1, gene regulation and chromatin organisation, has not been fully explained. Here, we used graph theory and data integration from high-throughput assays to investigate how HMGA1 binding impacts the chromatin interactions network. Our results demonstrate that HMGA1 profoundly remodels the global chromatin network during OIS and contributes to stronger compartmentalization. This remodelling goes beyond SAHF, leading to substantial gene repositioning and differential gene expression, highlighting a novel role for HMGA1 in altering chromatin environments. The HMGA1 effects of gene expression go beyond senescence and appear to be relevant in other contexts, such as lung cancer.",GSE245804,2024/07/08,Not Relevant,3/3,"This dataset focuses on HMGA1's role in chromatin architecture and transcriptional changes, which may not directly relate to immunotherapy strategies for lung cancer. While it provides insights into cancer biology, it does not specifically address immune responses or therapeutic applications in lung cancer.; This dataset focuses on the effects of HMGA1 in chromatin architecture and transcriptional changes, which does not have a direct connection to immunotherapy for lung cancer.; This dataset explores the role of HMGA1 in chromatin architecture and transcriptional changes, without a direct focus on lung cancer or immunotherapy strategies."
87,200208534,"The ROS Regulates NCF2, Key Metabolic Enzymes and MDA Levels to Affect the Growth of Fusarium solani","To investigate the expression level of NCF2, SOD1, CTA1 and PXMP4. We then performed gene expression profiling analysis using data obtained from RNA-seq of 3 different treatments.",GSE208534,2024/07/18,Not Relevant,3/3,"This dataset discusses gene expression profiling related to Fusarium solani, which is unrelated to lung cancer or immunotherapy. The focus is on fungal interactions rather than cancer treatment strategies, making it irrelevant to the query.; This dataset on Fusarium solani does not relate to lung cancer or immunotherapy and focuses on metabolic enzymes instead.; This dataset is focused on Fusarium solani, which is not relevant to lung cancer or immunotherapies."
88,200256291,Comparing transcriptional profiles of CD14+ monocytes from melanoma patients and healthy donors by scRNA-seq.,"Myeloid-derived suppressor cells (MDSC), a heterogeneous population of myeloid cells, accumulate in the melanoma microenvironment. With the ability to inhibit anti-tumor T cell responses, MDSC have been shown to promote immunosuppression, enhancing tumor progression and tumor cell resistance to the immunotherapy. Novel markers are still needed to define MDSC. In this study,we wanted to find possible markers for M-MDSC by comparing cd14+ monocytes from melanoma patients and healthy donors by scRNA-seq.",GSE256291,2024/07/19,Not Relevant,3/3,"This dataset focuses on melanoma and myeloid-derived suppressor cells, which are specific to melanoma rather than lung cancer. While it discusses immune suppression, the context is not applicable to lung cancer immunotherapies, rendering it not relevant.; This dataset compares monocyte profiles in melanoma and does not relate to lung cancer or explore immunotherapy for lung cancer.; This dataset compares monocytes in melanoma rather than lung cancer, thus not relevant to the query about lung cancer immunotherapies."
89,200235090,Pre-existing skin-resident CD8 and γδ T cell circuits mediate immune response in Merkel cell carcinoma and Predict immunotherapy efficacy [scRNA_tissue],Merkel Cell Carcinoma (MCC) is an aggressie skin cancer with limiterd treatment and low response rates to Immune Checkpoint Blockade (ICB) therapy. We compiled the largest sc database of MCC tumor samples and matched blood to identify tumor gener modules that Predict ICB response.,GSE235090,2024/07/24,Not Relevant,3/3,"This dataset addresses Merkel cell carcinoma and its immunotherapy responses, which does not relate to lung cancer. Although it discusses immune responses, the findings are specific to a different type of cancer and thus not relevant to lung cancer immunotherapies.; This dataset centers on Merkel cell carcinoma and its immune response, which is unrelated to lung cancer immunotherapy.; This dataset is focused on Merkel cell carcinoma and its immune response, which does not relate to lung cancer or its immunotherapy."
90,200233095,STAT3 inhibition permits epigenetic reprogramming and TLR9/IRF8-driven differentiation of inv(16) acute myeloid leukemia [RNASEQ_AML_CPGDOX],"Cultured acute myeloid leukemia (AML) blasts can differentiate into antigen-presenting cells but achieving leukemic cell immunogenicity proved challenging in clinical setting. Despite expressing multiple immunostimulatory receptors, such as Toll-like Receptor 9 (TLR9), AML cells resist immunostimulation. We previously demonstrated that eliminating Signal Transducer and Activator of Transcription 1 and 3 (STAT1/3) signaling in AML cells using decoy DNA strategy (CpG-STAT3dODN) synergized with TLR9 stimulation and resulted in T cell-mediated leukemia regression. Here, we interrogated the molecular underpinnings of CpG-STAT3dODN-driven differentiation and immunogenicity of mouse Cbfb/MYH11/Mpl AML. The transcriptional profiling of AML cells isolated from mice after inducible Stat3 silencing plus TLR9 stimulation or CpG-STAT3dODN treatment, revealed comparable upregulation of genes related to myeloid cell differentiation (Irf8, Cebpa) and immune stimulation (Gadd45a, Ciita, Il12a, Ifng) but decreased expression of leukemia-promoting Runx1 and Run1t1. The conditional Irf8 silencing in AML cells almost completely abrogated TLR9-driven leukemia cell differentiation. The AML cell reprogramming by CpG-STAT3dODN was likely regulated epigenetically as revealed by reduced global promoter hypomethylation of crucial myeloid cell differentiation and immune activation genes. These changes were associated with reduced expression of known STAT3 targets, DNMT1 and DNMT3a/b. Finally, we provide initial evidence of anti-leukemic effects of CpG-STAT3 inhibitor against human AML model in humanized mice. Our studies suggest that, beyond oncogenic functions, STAT3 in AML cells may be a primary checkpoint in control of immune-stimulatory and differentiation driving effects. These findings support further development of CpG-STAT3 inhibitors as a new bi-functional agents for AML immunotherapy.",GSE233095,2024/07/23,Not Relevant,3/3,"This dataset focuses on acute myeloid leukemia and its immune response, which is distinct from lung cancer immunotherapy approaches. Although it explores immune mechanisms, the context does not apply to lung cancer, making it irrelevant.; This dataset focuses on acute myeloid leukemia, not on lung cancer or the exploration of immunotherapies for lung cancer.; This dataset discusses AML and its immunogenicity, with no direct relevance to lung cancer immunotherapy."
91,200234818,Faecalibaterium prausnitzii strain EXL01 boosts efficacy of Immune Checkpoint Inhibitors,"Gut microbiota impacts responses to immune checkpoint inhibitors (ICI). High level of Faecalibacterium prausnitzii has been associated with a positive response to ICI in multiple cancer types. Here, we show in two independent cohorts of patients with non-small cell lung cancer and advanced melanoma that high level of F. prausnitzii at baseline is positively associated with a better clinical response to ICI. In a mouse preclinical model, we show that the F. prausnitzii strain EXL01, already in clinical development for Inflammatory Bowel Disease, restores the anti-tumor response to ICI in the context of antibiotic-induced microbiota perturbation at clinical and tumor transcriptomics level. In vitro, EXL01 strain enhances T cell activation in the presence of ICI. Interestingly, oral administration of EXL01 strain is not associated with a change in fecal microbiota diversity or composition suggesting a direct effect on immune cells in the small intestine.",GSE234818,2024/07/10,Relevant,3/3,"This dataset highlights the impact of gut microbiota on responses to immune checkpoint inhibitors in non-small cell lung cancer. The findings indicate how microbiome composition can influence immunotherapy effectiveness, making it relevant to lung cancer treatment strategies.; This dataset discusses the relationship between gut microbiota and immune responses to checkpoint inhibitors in lung cancer, making it relevant to exploring immunotherapies.; This dataset investigates the gut microbiota's impact on immune checkpoint inhibitors in non-small cell lung cancer, making it relevant to the exploration of immunotherapy for lung cancer."
92,200244686,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_A549_batchE,"This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For the production of THM-induced transcripts, tonifying herbal medicines water extract (THW) and tonifying herbal medicines ethanol extract (THE) were used.",GSE244686,2024/06/21,Not Relevant,3/3,"This dataset addresses herbal medicine's effects on A549 lung cancer cells, but does not focus on immunotherapy. The context of herbal medicine lacks direct relevance to the exploration of immunotherapies for lung cancer.; This dataset is focused on herbal medicine and its effects on a lung cancer cell line, which is not directly related to immunotherapy.; This dataset studies herbal medicine's effects on gene expression in lung cancer cells but does not directly address immunotherapy."
