,ID,Title,Summary,Species,Accession,Date,RelevanceScore,IndividualScore1,IndividualScore2,IndividualScore3,Justification1,Justification2,Justification3
10,200242051,NR4a1/2 deletion promotes accumulation of TCF1+ stem-like precursors of exhausted CD8+ T cells in the tumor microenvironment [bulk_RNA-seq_vivo],"Cytotoxic T cells (CTLs) play a crucial role in the elimination of cancer cells. However, within the intra-tumor microenvironment, these cells eventually undergo cell death or enter a state of dysfunction known as ""exhaustion"". T cell exhaustion not only impairs the efficacy of tumor immunity but also contributes to resistance against immune-checkpoint inhibitors. Our previous investigations have demonstrated that the NR4a family of nuclear receptors, induced by chronic TCR stimulation, plays a pivotal role in driving exhaustion. These receptors enhance the transcription of inhibitory molecules, such as PD1, while suppressing the expression of functional molecules, including cytokines. However, it remains unclear at which stage of T cell differentiation NR4a exerts its influence and whether the loss of NR4a can ""rejuvenate"" T cell fate. In the present study, we confirmed that simultaneous deletion of NR4a1 and NR4a2 in CD8+ T cells led to a less exhausted phenotype characterized by reduced expression of PD1, Tim3, and Tox, as well as increased oxidative phosphorylation (OXPHOS) and glycolysis activities, resulting in potent suppression of tumor growth. Interestingly, the transfer of activated NR4a1-/-NR4a2-/-CD8+ T cells into tumor-bearing mice gave rise to TCF1+ (Tcf7+) early memory T cells. Wild-type PD1+TIM3+CD8+ tumor-infiltrating lymphocytes (TILs) diminished in the secondary transfer to tumor-bearing mice, while NR4a-deficient CD8+ TILs expanded even during the secondary transfer, indicating a strong stemness of memory T cells due to NR4a loss. We discovered that NR4a directly repressed the expression of Tcf7 by binding to the enhancer region of the Tcf7 gene. Collectively, these findings indicate that inhibiting NR4a in tumors represents a potent strategy for immuno-oncotherapy by enhancing stemness and reducing exhaustion of memory T cells.",Mus musculus,GSE242051,2024/02/02,8.3,9.0,8.0,8.0,"This dataset explores the role of NR4a in CD8+ T cell exhaustion and its implications for tumor immunity, directly relating to immunotherapy for lung cancer, making it extremely relevant.","This dataset discusses the role of NR4a in T cell exhaustion and its implications for tumor immunity, which is highly relevant to lung cancer immunotherapy.",This dataset investigates the role of NR4a in T cell exhaustion and its implications for immunotherapy. The focus on T cells and their functionality in the tumor microenvironment is highly relevant to lung cancer immunotherapy.
11,200166703,"mRNA-seq of large airway basal cell, small airway basal cell and alveolar type2 cells from normal patients","Angiotensin-converting enzyme 2 (ACE2) and accessory proteases (TMPRSS2 and CTSL) are needed for severe acute respiratory syndrome coronavirus 2 cellular entry, and their expression may shed light on viral tropism and impact across the body. We assess the cell-type-specific expression of ACE2, TMPRSS2 and CTSL across 107 single-cell RNA-sequencing studies from different tissues. ACE2, TMPRSS2 and CTSL are coexpressed in specific subsets of respiratory epithelial cells in the nasal passages, airways and alveoli, and in cells from other organs associated with coronavirus disease 2019 transmission or pathology. We performed a meta-analysis of 31 lung single-cell RNA-sequencing studies with 1,320,896 cells from 377 nasal, airway and lung parenchyma samples from 228 individuals. This revealed cell-type-specific associations of age, sex and smoking with expression levels of ACE2, TMPRSS2 and CTSL. Expression of entry factors increased with age and in males, including in airway secretory cells and alveolar type 2 cells. Expression programs shared by ACE2+TMPRSS2+ cells in nasal, lung and gut tissues included genes that may mediate viral entry, key immune functions and epithelial–macrophage cross-talk, such as genes involved in the interleukin-6, interleukin-1, tumor necrosis factor and complement pathways. Cell-type-specific expression patterns may contribute to the pathogenesis of coronavirus disease 2019, and our work highlights putative molecular pathways for therapeutic intervention. Single-cell meta-analysis not included in this submission.",Homo sapiens,GSE166703,2021/02/12,2.3,2.0,3.0,2.0,"This dataset examines the expression of ACE2 and related factors in lung cells, which is somewhat relevant to lung biology but does not focus on lung cancer or immunotherapy, resulting in lower relevance.","This dataset investigates gene expression related to SARS-CoV-2 in lung cells, which is somewhat relevant to lung health but not specifically focused on lung cancer or immunotherapy.",This dataset examines ACE2 expression in lung cells but does not focus on lung cancer or immunotherapy. The relevance is limited due to the lack of direct connection to cancer.
12,200270910,Context-dependent roles for autophagy in myeloid cells in tumor progression [Atg5_MC38],"Autophagy is known to suppress tumor initiation by removing genotoxic stresses in normal cells. Conversely, autophagy is also known to support tumor progression by alleviating metabolic stresses in neoplastic cells. Centered on this pro-tumor role of autophagy, there have been many clinical trials to treat cancers through systemic blocking of autophagy. Such systemic inhibition affects both tumor cells and non-tumor cells, and the consequence of blocked autophagy in non-tumor cells in the context of tumor microenvironment is relatively understudied. Here, we examined the effect of autophagy-deficient myeloid cells on the progression of autophagy-competent tumors. We found that blocking autophagy only in myeloid cells modulated tumor progression markedly but such effects were context dependent. In a tumor implantation model, the growth of implanted tumor cells was substantially reduced in mice with autophagy-deficient myeloid cells; T cells infiltrated deeper into the tumors and were responsible for the reduced growth of the implanted tumor cells. In an oncogene-driven tumor induction model, however, tumors grew faster and metastasized more in mice with autophagy-deficient myeloid cells. These data demonstrate that the autophagy status of myeloid cells plays a critical role in tumor progression, promoting or suppressing tumor growth depending on the context of tumor-myeloid cell interactions. This study indicates that systemic use of autophagy inhibitors in cancer therapy may have differential effects on rates of tumor progression in patients due to effects on myeloid cells and that this warrants more targeted use of selective autophagy inhibitors in a cancer therapy in a clinical setting.",Mus musculus,GSE270910,2024/07/02,3.3,4.0,2.0,4.0,"This dataset investigates the role of autophagy in myeloid cells in tumor progression, which is relevant to cancer biology but does not specifically address lung cancer or immunotherapy, limiting its relevance.","This dataset examines the role of autophagy in myeloid cells and tumor progression, which is somewhat relevant but does not specifically address lung cancer or immunotherapy.","This dataset studies the role of autophagy in myeloid cells and tumor progression, which has implications for cancer therapy. However, it does not specifically address lung cancer, limiting its direct relevance."
13,200234080,Knockdown of EIF3G inhibits the intracellular protein translation of H1299 cells,"eIF3 is the largest translation initiation factor in mammalian cells, consisting of 13 subunits. This translation initiation factor is involved in multiple processes of protein translation in cells, including translation initiation, termination, and ribosome recycling. Several studies have reported that multiple subunits of eIF3 exhibit abnormal expression in tumor cells and play an important role in the occurrence and development of tumors. In this study, it was found that changes in the expression level of EIF3G significantly affected the growth of non-small cell lung cancer. Knockdown of EIF3G inhibited the intracellular protein translation process of non-small cell lung cancer cells H1299. Through the study of translatome, it was found that knockdown of EIF3G significantly affected the cell cycle processes in H1299 cells. In vitro cell experiments also showed that changes in the expression level of EIF3G influences the cell cycle distribution of H1299 cells. This study is the first to explore the impact of knockdown of EIF3G on the translatome of H1299 cells.",Homo sapiens,GSE234080,2024/06/30,5.0,5.0,5.0,5.0,"This dataset studies the impact of EIF3G on non-small cell lung cancer, which is relevant to lung cancer but does not directly address immunotherapy, resulting in moderate relevance.","This dataset investigates the role of EIF3G in non-small cell lung cancer, making it moderately relevant to the query about lung cancer immunotherapy.","This dataset investigates the role of EIF3G in non-small cell lung cancer, which is relevant to the query. However, the focus on translation processes rather than direct immunotherapy mechanisms limits its applicability."
14,200180078,Time-series transcriptomic analysis of murine colon undergoing AOM-DSS tumorigenesis with and without LXR activation,"To unbiasedly characterize the differentially expressed genes and pathways during colorectal cancer initiation and progression, we performed a time-series transcriptional analysis of total colonic tissue during the course of azoxymethane (AOM)-dextran sodium sulfate (DSS) induced colorectal cancer from mice receiving standard (chow) diet. Additionally, to understand the role of LXR activation during AOM-DSS tumorigenesis, we also collected colonic tissues from mice fed with GW3965 diet.",Mus musculus,GSE180078,2024/07/19,1.0,1.0,1.0,1.0,"This dataset focuses on colorectal cancer, which is unrelated to lung cancer or immunotherapy, leading to minimal relevance.","This dataset focuses on colorectal cancer and does not relate to lung cancer or immunotherapy, resulting in minimal relevance.",This dataset focuses on colorectal cancer and does not relate to lung cancer or immunotherapy. The lack of relevant biological concepts makes it minimally relevant.
15,200242843,microarray in SCLC transformation,The histological transformation of lung adenocarcinoma (LUAD) to an aggressive neuroendocrine (NE) derivative resembling SCLC is a signature example of lineage plasticity in cancer.But the changes of gene expression need to be studied. We used microarrays to detail the global programme of gene expression under transformation and reversed transformation cells and identified distinct classes of up-regulated genes during this process.,Homo sapiens,GSE242843,2024/06/12,6.3,6.0,6.0,7.0,"This dataset examines gene expression changes during the transformation of lung adenocarcinoma to SCLC, which is relevant to lung cancer and may have implications for immunotherapy, making it moderately relevant.","This dataset studies the transformation of lung adenocarcinoma to neuroendocrine derivatives, which is relevant to lung cancer but does not directly address immunotherapy.","This dataset studies the transformation of lung adenocarcinoma to a neuroendocrine phenotype, which is relevant to lung cancer. The focus on gene expression changes during transformation aligns well with the query."
16,200271713,PRTN3 suppresses cytotoxic immune-cell activation and antitumoral immunity through proteolytic cleavage of CXCL9 in KRAS mutant lung adenocarcinoma,"The intratumoral activity of chemokine system has important roles in cancer immunotherapy strategies.One of the mechanisms of immune checkpoint blocking (ICB)resistance may be the dysfunction of chemokine signaling. Here, we first report that KRAS mutation in LUAD cells up-regulates the expression of protease 3 (PRTN3), that inhibits cytotoxic immune cell activation in the tumor microenvironment by inhibiting the CXCL9/CXCR3 axis, providing an unconventional mechanism for tumor immune escape. Further mechanism studies demonstrated that PRTN3 was up-regulated by c-Myc transcription and secreted into the tumor microenvironment, where CXCL9 was inactivated by proteolysis, and finally result in inhibiting the activation of natural killer (NK) and CD8+ T cells. Meanwhile, samples from LUAD patients with high PRTN3 expression showed low CXCL9 activity. Furthermore, application of a hydrolysis-resistant CXCL9 protein (H-R CXCL9) effectively improves the immunomodulate effect in LUAD patient organoids. Importantly, PRTN3 knockdown increased the susceptibility of KRAS mutant cells to Anti-pd-1 therapy. Thus, we have identified a previously unknown tumor immune-suppressive mechanism and provided an immunotherapeutic target to improve the effectiveness of ICB therapy in KRAS mutant LUAD.",Mus musculus,GSE271713,2024/07/13,9.0,9.0,9.0,9.0,"This dataset investigates the immune-suppressive mechanisms in KRAS mutant lung adenocarcinoma, providing insights into tumor immune escape and potential immunotherapeutic targets, making it extremely relevant.","This dataset explores the mechanisms of immune suppression in KRAS mutant lung adenocarcinoma, providing critical insights into lung cancer immunotherapy, making it extremely relevant.","This dataset explores the immune-suppressive mechanisms in KRAS mutant lung adenocarcinoma, providing insights into tumor immune escape and potential therapeutic targets. Its focus on lung cancer and immunotherapy makes it extremely relevant."
17,200247471,Analysis of the transcriptomic profiles for HER2 CD8+ CAR T cells-overexpressed FOXO1WT,"T cell exhaustion and metabolic dysfunction induced by chronic antigen stimulation within the tumor microenvironment represent formidable obstacles in CAR T cell therapy for solid tumors. Previously, we developed a method to convert effector/exhausted CAR T cells that emerge from repeated antigen stimulation into stem cell memory-like CAR T (termed CAR-iTSCM) cells. These CAR-iTSCM cells exhibit expression of early memory markers and enhanced mitochondrial metabolism after quiescence under culture conditions containing IL-7, CXCL12, and the NOTCH-ligand. However, we noticed that this strategy was effective for CD19 CAR used for blood cancers, but not for HER2 CAR commonly used to treat solid tumors, due to tonic CAR signals. In this study, we developed a new culture condition for CAR iTSCM cells suitable for HER2 CAR and elucidated the mechanism of induction of stemness and mitochondrial fitness. We found that short-term resting condition with IL-7, CXCL12, and pan-tyrosine kinase inhibitor, Dasatinib can induce stem-like CAR T cells at the epigenetic level and enhance mitochondrial metabolism. We identified FOXO1 as a critical regulator in the process of epigenetic and metabolic reprogramming, and anti-tumor activity. We found that overexpression of FOXO1 leads to enhanced mitochondrial metabolism, efficient CAR T cell expansion, and potent anti-tumor effects through epigenetic modifications. These findings suggest that regulating the transcriptional activity of FOXO1 is a promising strategy for engineering effective CAR T cells for treating solid tumors. In this analysis, we aimed to investigate the effects of FOXO1WT overexpression on the transcriptomic profiles in 4-1BB-based HER2 CD8+ CAR T cells which exhibit tonic signals-induced exhaustion hallmarks.",Homo sapiens,GSE247471,2023/11/21,7.0,8.0,7.0,6.0,"This dataset focuses on CAR T cell therapy and its implications for solid tumors, including lung cancer, highlighting the importance of metabolic reprogramming in enhancing anti-tumor activity, making it very highly relevant.","This dataset investigates CAR T cell therapy and its implications for solid tumors, including lung cancer, making it highly relevant to the query.","This dataset investigates the metabolic reprogramming of CAR T cells for solid tumors, including lung cancer. While it focuses on CAR T cell therapy, its implications for lung cancer immunotherapy are relevant."
18,200212622,Pulmonary parasite infection: do trypanosomes take your breath away?,"Approximately 20% of sleeping sickness patients exhibit respiratory complications which are commonly attributed to secondary bacterial infections, with an unknown role of the parasite. Using a Glossina morsitans tsetse fly initiated Trypansoma brucei infection in mice we found that parasites rapidly and permanently colonize the lungs, representing one of the major target organs next to the adipose tissue. Trypanosomes were found by immunofluorescence staining and scanning electron microscopy to occupy the extravascular spaces surrounding the blood vessels of the alveoli and bronchi. Parasites were even found in the lung cartilage. Trypanosomes were often observed as nests of multiplying parasites exhibiting close interactions with collagen and highly active secretion of extracellular vesicles that are engaged in intercellular communication. The local immune response was analysed by flow cytometry after 10 and 21 days of infection and was characterized by a substantial increase of CD11b+ Ly6C+ monocytes, CD11b+ Ly6C+ F4/80+ macrophages and CD11b+ CD11c+ dendritic cells. CD11b+ Ly6G+ neutrophils only accumulated prominently at the late infection time point. Interestingly, parasite presence resulted in a significant reduction of B220+ IgM+ B cells, CD11b+ CD11clo/- SiglecF+ eosinophils and TcR-β- NK1.1+ natural killer cells. Digital transcriptomics revealed infection-induced upregulation of Il-10, IFN-ɣ- and IFN-α-responses, IL-2-, IL-6- and TNF-signalling, a Th1 pro-inflammatory signature, negative immune checkpoint regulators and a predominant M1 macrophage polarization. Il12a and genes associated with complement and the B cell receptor were downregulated. No infection-associated pulmonary dysfunction could be detected by in vivo lung function measurements, mirroring the limited pulmonary complications during sleeping sickness. However, the substantial reduction of eosinophils, B cells and NK cells may render individuals more susceptible to opportunistic infections. Collectively, these observations provide essential insights in the peculiar parasite biology, immunological reactions and physiological function of a largely overlooked target organ which may trigger new diagnostic approaches for sleeping sickness.",Mus musculus; Homo sapiens,GSE212622,2022/10/25,2.3,3.0,2.0,2.0,"This dataset studies the effects of Trypanosoma brucei infection on lung tissue, which is somewhat related to lung biology but does not focus on lung cancer or immunotherapy, resulting in lower relevance.","This dataset examines the effects of Trypanosoma brucei infection on lung health, which is not directly related to lung cancer or immunotherapy, leading to low relevance.","This dataset examines pulmonary parasite infection and its immune response, which is not directly related to lung cancer or immunotherapy. The lack of relevant concepts limits its applicability."
19,200158451,IGF1R controls mechanosignaling in myofibroblasts required for pulmonary alveologenesis.,"Igf1r signaling is required in fibroblasts to drive the formation of new alveoli, and those activities is depend upon its regulation on mechanical property of myofibroblasts via an Akt/Yap mechanism.",Mus musculus,GSE158451,2021/02/11,2.3,2.0,2.0,3.0,"This dataset investigates IGF1R signaling in myofibroblasts related to pulmonary alveologenesis, which is somewhat relevant to lung biology but does not specifically address lung cancer or immunotherapy, leading to lower relevance.","This dataset focuses on mechanosignaling in myofibroblasts related to alveologenesis, which is not directly relevant to lung cancer or immunotherapy, resulting in low relevance.","This dataset focuses on mechanosignaling in myofibroblasts related to pulmonary alveologenesis, which does not specifically address lung cancer or immunotherapy. The relevance is limited due to the lack of direct connection to cancer."
20,200226968,Transcriptomic and metabolic effect of immune checkpoint inhibitors on cellular components in renal cell tumor microenvironment and in Sunitinib resistant renal cell carcinoma [III],"Tumor microenvironmental cellular components like bone marrow cells stromal cells macrophages changes due to sunitinib resistance may affect their efficacy in advanced stage renal cell carcinomas. Immune checkpoint inhibitors (ICIs) have been approved as 2nd line therapy over acquired resistance. Each ICI uniquely affected different cellular components. Better understanding of transcriptomic, metabolomic or proteomic changes due to ICI treatment is necessary to development proper immunotherapy.",Homo sapiens,GSE226968,2024/03/07,1.0,1.0,1.0,1.0,"This dataset focuses on immune checkpoint inhibitors in renal cell carcinoma, which is unrelated to lung cancer. While it discusses immune therapies, the specific context of renal cancer makes it minimally relevant to the query about lung cancer immunotherapies.","This dataset focuses on immune checkpoint inhibitors in renal cell carcinoma, which is not directly related to lung cancer or immunotherapies for lung cancer. While it discusses immune therapies, the specific context of renal cancer limits its relevance to the query.","This dataset focuses on immune checkpoint inhibitors in renal cell carcinoma, which is not directly related to lung cancer. While it discusses immunotherapy, the lack of relevance to lung cancer specifically limits its applicability."
21,200271302,tRFs&tiRNAs sequence in LUAD tissues with micropapillary /solid (High-Risk) component,"Despite being the leading cause of lung cancer death, the underlying molecular mechanisms driving metastasis progression are still not fully understood. tRNAs can generate a group of 18-40nt small RNA fragments named tRNA-derived small RNAs (tsRNAs) or tRNA-derived fragments (tRFs). Transfer RNA-derived fragments (tRFs) have been implicated in various biological processes in cancer. However, the role of tRFs in the development and progression of lung adenocarcinoma (LUAD) remains unclear. In the present study, we hypothesized that certain tRFs might become induced during LUAD metastatic progression. In this study, micropapillary and solid component was defined as high-risk, other component was defined as low-risk and adjcent tissue was defined as normal control. Our data revealed a series of dysregulated tRFs in 3 paired LUAD high-risk tissues, low-risk tissues and normal controls.",Homo sapiens,GSE271302,2024/07/04,6.7,6.0,6.0,8.0,"This dataset investigates tRNA-derived fragments in lung adenocarcinoma (LUAD), a type of lung cancer. It aligns well with the query as it pertains to lung cancer, although it does not directly address immunotherapy, making it relevant but not perfectly aligned.","This dataset investigates tRNA-derived fragments in lung adenocarcinoma (LUAD), which is a type of lung cancer. The focus on lung cancer and potential implications for understanding its progression aligns well with the query about immunotherapies for lung cancer, although it does not directly address immunotherapy.","This dataset investigates tRNA-derived fragments in lung adenocarcinoma (LUAD), a type of lung cancer. It aligns closely with the query regarding lung cancer and its molecular mechanisms, making it highly relevant."
